行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/領域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益,緯度,経度,地域マネージャー,予算,返品
7825,JP-2016-1268557,2016-09-29 00:00:00,2016-09-30 00:00:00,ファースト クラス,大陽-11740,大草 陽子,消費者,宜野湾市,沖縄県,日本,九州,事務用-文房-10001218,事務用品,文房具,"Elite カッター ナイフ, 業務用",4868,2,0,170,26.2124,127.6809,矢幡 翔太,35000000,
7826,JP-2016-1387773,2016-06-12 00:00:00,2016-06-15 00:00:00,セカンド クラス,大美-15085,大宮司 美羽,消費者,長崎市,長崎県,日本,九州,家電-付属-10001153,家電,付属品,"ロジクール キーボード, エコノミー",5796,2,0.4,-3672,32.7448,129.8737,矢幡 翔太,35000000,
7827,JP-2017-1631359,2017-09-26 00:00:00,2017-09-30 00:00:00,通常配送,瀬美-14365,瀬川 美咲,大企業,かほく市,石川県,日本,中部地方,事務用-バイ-10001729,事務用品,バインダー,"Ibico バインダー カバー, リサイクル",4670,5,0,740,36.5947,136.6256,辻岡 美羽,40000000,
7828,JP-2018-1289609,2018-06-05 00:00:00,2018-06-09 00:00:00,通常配送,鷹進-15985,鷹見 進,消費者,下関市,山口県,日本,中国地方,事務用-保管-10003839,事務用品,保管箱,"Smead ボックス, 業務用",3600,8,0.4,-2160,34.1859,131.4714,雨宮 武,30000000,
7829,JP-2017-1920884,2017-06-26 00:00:00,2017-06-28 00:00:00,セカンド クラス,関愛-16420,関上 愛美,大企業,蒲生郡日野町,滋賀県,日本,関西地方,事務用-保管-10002041,事務用品,保管箱,"Fellowes ボックス, メタル",2500,2,0,524,35.0045,135.8686,金児 皐,50000000,○
7830,JP-2017-1920884,2017-06-26 00:00:00,2017-06-28 00:00:00,セカンド クラス,関愛-16420,関上 愛美,大企業,蒲生郡日野町,滋賀県,日本,関西地方,家具-家具-10002902,家具,家具,"Advantus 積み重ねトレイ, 高耐久性",10920,7,0,3052,35.0045,135.8686,金児 皐,50000000,○
7831,JP-2017-1920884,2017-06-26 00:00:00,2017-06-28 00:00:00,セカンド クラス,関愛-16420,関上 愛美,大企業,蒲生郡日野町,滋賀県,日本,関西地方,事務用-ラベ-10000594,事務用品,ラベル,"Smead ファイル フォルダ ラベル, 赤",580,1,0,62,35.0045,135.8686,金児 皐,50000000,○
7832,JP-2019-1152562,2019-06-19 00:00:00,2019-06-22 00:00:00,ファースト クラス,浜桐-13405,浜辺 桐子,消費者,小山市,栃木県,日本,関東地方,事務用-クリ-10000134,事務用品,クリップ,"Stockwell ホチキス, 12 パック",5456,8,0,2608,36.5658,139.8836,中吉 孝,50000000,
7833,JP-2019-2342257,2019-01-22 00:00:00,2019-01-26 00:00:00,通常配送,宮慶-19465,宮田 慶子,小規模事業所,松山市,愛媛県,日本,四国,家電-コピ-10002858,家電,コピー機,"HP ファックスとコピー機, カラー",58110,5,0,1740,33.8416,132.7657,川波 結菜,20000000,○
7834,JP-2019-2342257,2019-01-22 00:00:00,2019-01-26 00:00:00,通常配送,宮慶-19465,宮田 慶子,小規模事業所,松山市,愛媛県,日本,四国,事務用-紙-10000449,事務用品,紙,"ゼロックス 硫酸紙, プレミアム",1768,2,0,740,33.8416,132.7657,川波 結菜,20000000,○
7835,JP-2019-2342257,2019-01-22 00:00:00,2019-01-26 00:00:00,通常配送,宮慶-19465,宮田 慶子,小規模事業所,松山市,愛媛県,日本,四国,事務用-紙-10004441,事務用品,紙,"サンディスク リーム, リサイクル",3960,2,0,196,33.8416,132.7657,川波 結菜,20000000,○
7836,JP-2017-1078812,2017-01-11 00:00:00,2017-01-15 00:00:00,通常配送,富健-10795,富松 健三,大企業,新宿区,東京都,日本,関東地方,家電-電話-10000292,家電,電話機,"アップル オフィス用電話機, フル サイズ",18861.5,5,0.15,-2903.5,35.6895,139.6917,中吉 孝,50000000,
7837,JP-2017-1078812,2017-01-11 00:00:00,2017-01-15 00:00:00,通常配送,富健-10795,富松 健三,大企業,新宿区,東京都,日本,関東地方,事務用-画材-10003431,事務用品,画材,"Sanford スケッチ帳, 青",7731.6,3,0.15,-914.4,35.6895,139.6917,中吉 孝,50000000,
7838,JP-2017-2991234,2017-03-04 00:00:00,2017-03-09 00:00:00,通常配送,山海-13660,山仲 海斗,消費者,朝霞市,埼玉県,日本,関東地方,家電-電話-10001145,家電,電話機,"アップル スマートフォン, フル サイズ",41530,5,0,425,35.8569,139.6489,中吉 孝,50000000,
7839,JP-2017-2991234,2017-03-04 00:00:00,2017-03-09 00:00:00,通常配送,山海-13660,山仲 海斗,消費者,朝霞市,埼玉県,日本,関東地方,事務用-画材-10000042,事務用品,画材,"BIC 蛍光ペン, 各種サイズ",8844,6,0,2208,35.8569,139.6489,中吉 孝,50000000,
7840,JP-2018-2178053,2018-12-13 00:00:00,2018-12-16 00:00:00,ファースト クラス,田七-16525,田所 七海,消費者,伊勢崎市,群馬県,日本,関東地方,家電-電話-10003206,家電,電話機,"ノキア オーディオ ドック, フル サイズ",67212,6,0,510,36.3911,139.0608,中吉 孝,50000000,
7841,JP-2018-2178053,2018-12-13 00:00:00,2018-12-16 00:00:00,ファースト クラス,田七-16525,田所 七海,消費者,伊勢崎市,群馬県,日本,関東地方,事務用-保管-10002592,事務用品,保管箱,"Eldon トレイ, 青",6396,2,0,170,36.3911,139.0608,中吉 孝,50000000,
7842,JP-2018-2178053,2018-12-13 00:00:00,2018-12-16 00:00:00,ファースト クラス,田七-16525,田所 七海,消費者,伊勢崎市,群馬県,日本,関東地方,事務用-封筒-10004523,事務用品,封筒,"Ames 茶封筒, リサイクル",10962,7,0,98,36.3911,139.0608,中吉 孝,50000000,
7843,JP-2018-2178053,2018-12-13 00:00:00,2018-12-16 00:00:00,ファースト クラス,田七-16525,田所 七海,消費者,伊勢崎市,群馬県,日本,関東地方,事務用-バイ-10001562,事務用品,バインダー,"アコ 穴あけパンチ, エコノミー",8032,4,0,80,36.3911,139.0608,中吉 孝,50000000,
7844,JP-2018-2178053,2018-12-13 00:00:00,2018-12-16 00:00:00,ファースト クラス,田七-16525,田所 七海,消費者,伊勢崎市,群馬県,日本,関東地方,家具-椅子-10004435,家具,椅子,"Novimex 椅子用マット, 調整可能",7844,2,0,3608,36.3911,139.0608,中吉 孝,50000000,
7845,JP-2017-1906835,2017-07-04 00:00:00,2017-07-09 00:00:00,通常配送,梶静-13675,梶山 静香,小規模事業所,かほく市,石川県,日本,中部地方,事務用-バイ-10001739,事務用品,バインダー,"Ibico タブ, リサイクル",2472,4,0,24,36.5947,136.6256,辻岡 美羽,40000000,
7846,JP-2017-1906835,2017-07-04 00:00:00,2017-07-09 00:00:00,通常配送,梶静-13675,梶山 静香,小規模事業所,かほく市,石川県,日本,中部地方,家電-コピ-10001052,家電,コピー機,"ブラザー 無線ファックス, デジタル",176610,7,0,61810,36.5947,136.6256,辻岡 美羽,40000000,
7847,JP-2017-1906835,2017-07-04 00:00:00,2017-07-09 00:00:00,通常配送,梶静-13675,梶山 静香,小規模事業所,かほく市,石川県,日本,中部地方,事務用-バイ-10000432,事務用品,バインダー,"Ibico 穴あけパンチ, 高耐久性",10650,5,0,1590,36.5947,136.6256,辻岡 美羽,40000000,
7848,JP-2017-1055191,2017-04-18 00:00:00,2017-04-22 00:00:00,通常配送,吉颯-13495,吉津 颯太,大企業,横手市,秋田県,日本,東北地方,事務用-ラベ-10001002,事務用品,ラベル,"Avery 丸型ラベル, 白",1428,3,0,42,39.7186,140.1024,駒田 静香,20000000,
7849,JP-2017-4990221,2017-12-04 00:00:00,2017-12-06 00:00:00,セカンド クラス,芹翼-16030,芹田 翼,消費者,高槻市,大阪府,日本,関西地方,事務用-アプ-10002212,事務用品,アプライアンス,"ブレビル ミキサー, シルバー",18198,3,0,8184,34.6937,135.5023,金児 皐,50000000,
7850,JP-2018-1782053,2018-02-09 00:00:00,2018-02-09 00:00:00,即日配送,内優-16465,内河 優太,消費者,守口市,大阪府,日本,関西地方,家具-本棚-10002507,家具,本棚,"Bush 書庫, 従来型",97152,4,0,16512,34.6937,135.5023,金児 皐,50000000,
7851,JP-2018-1782053,2018-02-09 00:00:00,2018-02-09 00:00:00,即日配送,内優-16465,内河 優太,消費者,守口市,大阪府,日本,関西地方,家電-電話-10000948,家電,電話機,"ノキア ヘッドセット, 各種サイズ",10128,2,0,170,34.6937,135.5023,金児 皐,50000000,
7852,JP-2018-1782053,2018-02-09 00:00:00,2018-02-09 00:00:00,即日配送,内優-16465,内河 優太,消費者,守口市,大阪府,日本,関西地方,事務用-保管-10004987,事務用品,保管箱,"Rogers 棚, メタル",8160,2,0,3996,34.6937,135.5023,金児 皐,50000000,
7853,JP-2018-1782053,2018-02-09 00:00:00,2018-02-09 00:00:00,即日配送,内優-16465,内河 優太,消費者,守口市,大阪府,日本,関西地方,家具-椅子-10000003,家具,椅子,"Hon 肘掛け椅子, 調整可能",183852,6,0,66180,34.6937,135.5023,金児 皐,50000000,
7854,JP-2018-1782053,2018-02-09 00:00:00,2018-02-09 00:00:00,即日配送,内優-16465,内河 優太,消費者,守口市,大阪府,日本,関西地方,事務用-保管-10000061,事務用品,保管箱,"Tenex 棚, 青",21864,6,0,510,34.6937,135.5023,金児 皐,50000000,
7855,JP-2017-1170333,2017-12-04 00:00:00,2017-12-09 00:00:00,通常配送,高小-10420,高林 小百合,大企業,松戸市,千葉県,日本,関東地方,家具-テー-10003354,家具,テーブル,"Barricks 丸型テーブル, 白",70518,3,0.3,-29967,35.6046,140.1233,中吉 孝,50000000,
7856,JP-2017-2844957,2017-09-05 00:00:00,2017-09-11 00:00:00,通常配送,野凛-18940,野田 凛,消費者,八戸市,青森県,日本,東北地方,家電-電話-10003503,家電,電話機,"アップル ヘッドセット, 各種サイズ",5074,1,0,85,40.8244,140.74,駒田 静香,20000000,
7857,JP-2017-2844957,2017-09-05 00:00:00,2017-09-11 00:00:00,通常配送,野凛-18940,野田 凛,消費者,八戸市,青森県,日本,東北地方,事務用-ラベ-10000810,事務用品,ラベル,"Smead 輸送用ラベル, 調整可能",1268,2,0,240,40.8244,140.74,駒田 静香,20000000,
7858,JP-2017-2844957,2017-09-05 00:00:00,2017-09-11 00:00:00,通常配送,野凛-18940,野田 凛,消費者,八戸市,青森県,日本,東北地方,家電-付属-10002996,家電,付属品,"メモレックス フラッシュ ドライブ, 高耐久性",7896,4,0,1968,40.8244,140.74,駒田 静香,20000000,
7859,JP-2017-2844957,2017-09-05 00:00:00,2017-09-11 00:00:00,通常配送,野凛-18940,野田 凛,消費者,八戸市,青森県,日本,東北地方,事務用-クリ-10003503,事務用品,クリップ,"OIC 画鋲, 各種サイズ",3072,4,0,672,40.8244,140.74,駒田 静香,20000000,
7860,JP-2017-2844957,2017-09-05 00:00:00,2017-09-11 00:00:00,通常配送,野凛-18940,野田 凛,消費者,八戸市,青森県,日本,東北地方,家具-本棚-10003551,家具,本棚,"Bush 棚セット, 黒",11508,1,0,2992,40.8244,140.74,駒田 静香,20000000,
7861,JP-2016-1428790,2016-03-22 00:00:00,2016-03-27 00:00:00,通常配送,加克-18370,加賀美 克己,消費者,富田林市,大阪府,日本,関西地方,事務用-アプ-10003608,事務用品,アプライアンス,"ハミルトンビーチ コーヒーミル, シルバー",11576,4,0,808,34.6937,135.5023,金児 皐,50000000,○
7862,JP-2016-4758028,2016-03-30 00:00:00,2016-04-01 00:00:00,ファースト クラス,山海-13660,山仲 海斗,消費者,富士見市,埼玉県,日本,関東地方,事務用-紙-10001194,事務用品,紙,"サンディスク スケジュール帳, リサイクル",9492,6,0,1044,35.8569,139.6489,中吉 孝,50000000,
7863,JP-2018-2088534,2018-11-20 00:00:00,2018-11-23 00:00:00,ファースト クラス,西翔-10300,西垣 翔太,大企業,美濃市,岐阜県,日本,中部地方,家電-事務-10002239,家電,事務機器,"エプソン プリンター, マルチカラー",110300.4,9,0.3,-25221.6,35.3912,136.7223,辻岡 美羽,40000000,
7864,JP-2016-2103600,2016-08-16 00:00:00,2016-08-18 00:00:00,セカンド クラス,岡萌-11185,岡畑 萌,大企業,福井市,福井県,日本,中部地方,事務用-紙-10001808,事務用品,紙,"Eaton 事務用品, 12 パック",6576,2,0,2300,36.0652,136.2216,辻岡 美羽,40000000,
7865,JP-2016-2103600,2016-08-16 00:00:00,2016-08-18 00:00:00,セカンド クラス,岡萌-11185,岡畑 萌,大企業,福井市,福井県,日本,中部地方,事務用-画材-10003951,事務用品,画材,"Stanley 鉛筆削り, 大容量パック",1169,1,0.3,-401,36.0652,136.2216,辻岡 美羽,40000000,
7866,JP-2016-2103600,2016-08-16 00:00:00,2016-08-18 00:00:00,セカンド クラス,岡萌-11185,岡畑 萌,大企業,福井市,福井県,日本,中部地方,家電-コピ-10003558,家電,コピー機,"キヤノン ファックス, 赤",63318,3,0,1266,36.0652,136.2216,辻岡 美羽,40000000,
7867,JP-2018-2081941,2018-04-05 00:00:00,2018-04-10 00:00:00,通常配送,溝真-21325,溝下 真,消費者,相模原市中央区,神奈川県,日本,関東地方,事務用-保管-10001088,事務用品,保管箱,"Tenex ファイル カート, 青",26826,3,0,255,35.4478,139.6425,中吉 孝,50000000,
7868,JP-2018-2081941,2018-04-05 00:00:00,2018-04-10 00:00:00,通常配送,溝真-21325,溝下 真,消費者,相模原市中央区,神奈川県,日本,関東地方,家電-付属-10003001,家電,付属品,"ロジクール マウス, 高耐久性",13762,7,0,2338,35.4478,139.6425,中吉 孝,50000000,
7869,JP-2018-2081941,2018-04-05 00:00:00,2018-04-10 00:00:00,通常配送,溝真-21325,溝下 真,消費者,相模原市中央区,神奈川県,日本,関東地方,事務用-紙-10002210,事務用品,紙,"ゼロックス メモ用紙, マルチカラー",1992,2,0,396,35.4478,139.6425,中吉 孝,50000000,
7870,JP-2018-2081941,2018-04-05 00:00:00,2018-04-10 00:00:00,通常配送,溝真-21325,溝下 真,消費者,相模原市中央区,神奈川県,日本,関東地方,事務用-ラベ-10000851,事務用品,ラベル,"Harbour Creations 取り外し可能ラベル, 白",2070,3,0,618,35.4478,139.6425,中吉 孝,50000000,
7871,JP-2018-1948198,2018-12-12 00:00:00,2018-12-18 00:00:00,通常配送,仲真-15730,仲岡 真美,消費者,橿原市,奈良県,日本,関西地方,家具-本棚-10001670,家具,本棚,"Safco 本棚, 黒",24052.8,4,0.4,-403.2,34.6851,135.8048,金児 皐,50000000,
7872,JP-2018-1948198,2018-12-12 00:00:00,2018-12-18 00:00:00,通常配送,仲真-15730,仲岡 真美,消費者,橿原市,奈良県,日本,関西地方,家具-家具-10000379,家具,家具,"Eldon フォト フレーム, 高耐久性",6616.8,3,0.4,-4303.2,34.6851,135.8048,金児 皐,50000000,
7873,JP-2018-2028434,2018-06-21 00:00:00,2018-06-24 00:00:00,セカンド クラス,平翼-12895,平川 翼,消費者,長崎市,長崎県,日本,九州,事務用-クリ-10003974,事務用品,クリップ,"Stockwell 輪ゴム, 各種サイズ",559.2,1,0.4,-0.8,32.7448,129.8737,矢幡 翔太,35000000,
7874,JP-2018-2028434,2018-06-21 00:00:00,2018-06-24 00:00:00,セカンド クラス,平翼-12895,平川 翼,消費者,長崎市,長崎県,日本,九州,事務用-文房-10003701,事務用品,文房具,"Elite 定規, 青",2208,4,0.4,-1184,32.7448,129.8737,矢幡 翔太,35000000,
7875,JP-2018-2028434,2018-06-21 00:00:00,2018-06-24 00:00:00,セカンド クラス,平翼-12895,平川 翼,消費者,長崎市,長崎県,日本,九州,事務用-クリ-10002319,事務用品,クリップ,"Stockwell 押しピン, 大容量パック",559.2,1,0.4,-234.8,32.7448,129.8737,矢幡 翔太,35000000,
7876,JP-2019-3421994,2019-01-09 00:00:00,2019-01-13 00:00:00,通常配送,川結-18535,川波 結菜,大企業,倉敷市,岡山県,日本,中国地方,事務用-クリ-10003679,事務用品,クリップ,"Stockwell 輪ゴム, 各種サイズ",2718,3,0,1194,34.6618,133.935,雨宮 武,30000000,
7877,JP-2019-3421994,2019-01-09 00:00:00,2019-01-13 00:00:00,通常配送,川結-18535,川波 結菜,大企業,倉敷市,岡山県,日本,中国地方,事務用-クリ-10000604,事務用品,クリップ,"Advantus 画鋲, 各種サイズ",5888,8,0,1232,34.6618,133.935,雨宮 武,30000000,
7878,JP-2019-1581488,2019-09-24 00:00:00,2019-09-28 00:00:00,通常配送,黒麗-19210,黒河 麗華,大企業,茨木市,大阪府,日本,関西地方,事務用-紙-10002727,事務用品,紙,"Green Bar スケジュール帳, プレミアム",12688,8,0,2656,34.6937,135.5023,金児 皐,50000000,
7879,JP-2016-1174888,2016-05-03 00:00:00,2016-05-09 00:00:00,通常配送,芳遥-13240,芳沢 遥,小規模事業所,尼崎市,兵庫県,日本,関西地方,事務用-文房-10001791,事務用品,文房具,"Elite はさみ, スチール",7310,5,0,3280,34.6913,135.183,金児 皐,50000000,
7880,JP-2016-1174888,2016-05-03 00:00:00,2016-05-09 00:00:00,通常配送,芳遥-13240,芳沢 遥,小規模事業所,尼崎市,兵庫県,日本,関西地方,事務用-紙-10003510,事務用品,紙,"Eaton リーム, 12 パック",12276,6,0,4536,34.6913,135.183,金児 皐,50000000,
7881,JP-2016-1174888,2016-05-03 00:00:00,2016-05-09 00:00:00,通常配送,芳遥-13240,芳沢 遥,小規模事業所,尼崎市,兵庫県,日本,関西地方,事務用-クリ-10004465,事務用品,クリップ,"Accos クランプ, 12 パック",2508,2,0,876,34.6913,135.183,金児 皐,50000000,
7882,JP-2016-1174888,2016-05-03 00:00:00,2016-05-09 00:00:00,通常配送,芳遥-13240,芳沢 遥,小規模事業所,尼崎市,兵庫県,日本,関西地方,家具-家具-10000997,家具,家具,"Advantus 時計, プレミアム",10002,3,0,396,34.6913,135.183,金児 皐,50000000,
7883,JP-2016-1317785,2016-06-19 00:00:00,2016-06-21 00:00:00,セカンド クラス,大小-13480,大向 小百合,小規模事業所,久慈市,岩手県,日本,東北地方,事務用-ラベ-10003323,事務用品,ラベル,"Hon 取り外し可能ラベル, 調整可能",652.8,2,0.4,-143.2,39.7036,141.1527,駒田 静香,20000000,
7884,JP-2017-1376771,2017-03-03 00:00:00,2017-03-09 00:00:00,通常配送,富千-17995,富高 千恵,小規模事業所,稲沢市,愛知県,日本,中部地方,事務用-クリ-10001108,事務用品,クリップ,"OIC ホチキス, 大容量パック",1512,2,0,44,35.1802,136.9066,辻岡 美羽,40000000,
7885,JP-2017-1376771,2017-03-03 00:00:00,2017-03-09 00:00:00,通常配送,富千-17995,富高 千恵,小規模事業所,稲沢市,愛知県,日本,中部地方,事務用-クリ-10000555,事務用品,クリップ,"Accos 画鋲, 各種サイズ",2226,3,0,444,35.1802,136.9066,辻岡 美羽,40000000,
7886,JP-2019-1008702,2019-06-07 00:00:00,2019-06-14 00:00:00,通常配送,川進-19615,川久保 進,消費者,姫路市,兵庫県,日本,関西地方,事務用-クリ-10004059,事務用品,クリップ,"OIC ホチキス, メタル",2292,3,0,1122,34.6913,135.183,金児 皐,50000000,
7887,JP-2019-3264112,2019-08-01 00:00:00,2019-08-05 00:00:00,通常配送,村朋-17695,村田 朋美,消費者,我孫子市,千葉県,日本,関東地方,家具-家具-10003000,家具,家具,"Rubvermaid 積み重ねトレイ, マルチパック",1008,1,0.4,-388,35.6046,140.1233,中吉 孝,50000000,
7888,JP-2019-1181779,2019-09-12 00:00:00,2019-09-18 00:00:00,通常配送,宇彩-21610,宇都 彩花,消費者,堺市堺区,大阪府,日本,関西地方,事務用-クリ-10003321,事務用品,クリップ,"Stockwell ホチキス, 各種サイズ",4950,9,0,1080,34.6937,135.5023,金児 皐,50000000,
7889,JP-2018-1324451,2018-04-21 00:00:00,2018-04-26 00:00:00,セカンド クラス,足萌-15775,足立 萌,消費者,津島市,愛知県,日本,中部地方,事務用-保管-10000539,事務用品,保管箱,"Smead 棚, 青",6524,2,0,170,35.1802,136.9066,辻岡 美羽,40000000,○
7890,JP-2017-1106522,2017-12-12 00:00:00,2017-12-16 00:00:00,通常配送,有結-11155,有元 結菜,消費者,田辺市,和歌山県,日本,関西地方,事務用-紙-10003890,事務用品,紙,"ゼロックス スケジュール帳, マルチカラー",2904,2,0,752,34.226,135.1675,金児 皐,50000000,○
7891,JP-2017-1106522,2017-12-12 00:00:00,2017-12-16 00:00:00,通常配送,有結-11155,有元 結菜,消費者,田辺市,和歌山県,日本,関西地方,家電-事務-10002416,家電,事務機器,"StarTech 計算機, 白",2558,1,0,766,34.226,135.1675,金児 皐,50000000,○
7892,JP-2019-2744725,2019-09-16 00:00:00,2019-09-17 00:00:00,即日配送,折真-19225,折井 真一,消費者,箕面市,大阪府,日本,関西地方,事務用-バイ-10004772,事務用品,バインダー,"Avery バインダー, 高耐久性",4800,5,0,1000,34.6937,135.5023,金児 皐,50000000,
7893,JP-2018-1413515,2018-01-24 00:00:00,2018-01-29 00:00:00,通常配送,河昭-17455,河江 昭夫,消費者,松本市,長野県,日本,中部地方,事務用-アプ-10002332,事務用品,アプライアンス,"クイジナート 冷蔵庫, 黒",33034,1,0,4954,36.6513,138.1812,辻岡 美羽,40000000,
7894,JP-2018-1413515,2018-01-24 00:00:00,2018-01-29 00:00:00,通常配送,河昭-17455,河江 昭夫,消費者,松本市,長野県,日本,中部地方,家電-事務-10004002,家電,事務機器,"コニカ インクジェット, 高耐久性",29265.6,2,0.3,4597.6,36.6513,138.1812,辻岡 美羽,40000000,
7895,JP-2018-3103525,2018-02-26 00:00:00,2018-03-02 00:00:00,通常配送,吉桜-16690,吉家 桜,大企業,東村山郡中山町,山形県,日本,東北地方,事務用-クリ-10003741,事務用品,クリップ,"Advantus 押しピン, 大容量パック",2886,3,0,372,38.2404,140.3633,駒田 静香,20000000,
7896,JP-2018-3103525,2018-02-26 00:00:00,2018-03-02 00:00:00,通常配送,吉桜-16690,吉家 桜,大企業,東村山郡中山町,山形県,日本,東北地方,事務用-ラベ-10003901,事務用品,ラベル,"Avery 法的提出用ラベル, 赤",1488,2,0,684,38.2404,140.3633,駒田 静香,20000000,
7897,JP-2018-3103525,2018-02-26 00:00:00,2018-03-02 00:00:00,通常配送,吉桜-16690,吉家 桜,大企業,東村山郡中山町,山形県,日本,東北地方,事務用-バイ-10000194,事務用品,バインダー,"アコ バインダー カバー, 高耐久性",4940,5,0,190,38.2404,140.3633,駒田 静香,20000000,
7898,JP-2019-1977022,2019-12-15 00:00:00,2019-12-20 00:00:00,通常配送,則輝-10510,則松 輝,消費者,新宿区,東京都,日本,関東地方,事務用-紙-10000988,事務用品,紙,"サンディスク スケジュール帳, プレミアム",2699.6,2,0.15,-320.4,35.6895,139.6917,中吉 孝,50000000,
7899,JP-2019-1977022,2019-12-15 00:00:00,2019-12-20 00:00:00,通常配送,則輝-10510,則松 輝,消費者,新宿区,東京都,日本,関東地方,家電-付属-10004924,家電,付属品,"メモレックス キーパッド, エコノミー",5123.8,2,0.15,-664.2,35.6895,139.6917,中吉 孝,50000000,
7900,JP-2019-1977022,2019-12-15 00:00:00,2019-12-20 00:00:00,通常配送,則輝-10510,則松 輝,消費者,新宿区,東京都,日本,関東地方,家電-付属-10003723,家電,付属品,"メモレックス メモリ カード, エコノミー",81134.2,14,0.15,30538.2,35.6895,139.6917,中吉 孝,50000000,
7901,JP-2019-2485621,2019-08-05 00:00:00,2019-08-07 00:00:00,ファースト クラス,永凛-20545,永瀬 凛,大企業,松本市,長野県,日本,中部地方,事務用-文房-10004781,事務用品,文房具,"Fiskars 大型のはさみ, スチール",9408,3,0,255,36.6513,138.1812,辻岡 美羽,40000000,
7902,JP-2019-2485621,2019-08-05 00:00:00,2019-08-07 00:00:00,ファースト クラス,永凛-20545,永瀬 凛,大企業,松本市,長野県,日本,中部地方,事務用-封筒-10000720,事務用品,封筒,"Jiffy クラフト封筒, 赤",4020,5,0,760,36.6513,138.1812,辻岡 美羽,40000000,
7903,JP-2016-1969563,2016-10-28 00:00:00,2016-11-01 00:00:00,通常配送,布丈-18895,布留川 丈夫,消費者,宇部市,山口県,日本,中国地方,家具-テー-10002601,家具,テーブル,"Lesro コーヒー テーブル, 組み立て済み",20277.6,2,0.4,-13348.4,34.1859,131.4714,雨宮 武,30000000,
7904,JP-2016-1969563,2016-10-28 00:00:00,2016-11-01 00:00:00,通常配送,布丈-18895,布留川 丈夫,消費者,宇部市,山口県,日本,中国地方,家具-本棚-10004777,家具,本棚,"Bush 棚セット, 白",62564.4,9,0.4,-33375.6,34.1859,131.4714,雨宮 武,30000000,
7905,JP-2016-1969563,2016-10-28 00:00:00,2016-11-01 00:00:00,通常配送,布丈-18895,布留川 丈夫,消費者,宇部市,山口県,日本,中国地方,事務用-文房-10003311,事務用品,文房具,"Kleencut カッター ナイフ, 業務用",4352.4,3,0.4,-513.6,34.1859,131.4714,雨宮 武,30000000,
7906,JP-2016-1969563,2016-10-28 00:00:00,2016-11-01 00:00:00,通常配送,布丈-18895,布留川 丈夫,消費者,宇部市,山口県,日本,中国地方,家具-本棚-10003551,家具,本棚,"Bush 棚セット, 黒",13809.6,2,0.4,-3222.4,34.1859,131.4714,雨宮 武,30000000,
7907,JP-2017-1309366,2017-06-20 00:00:00,2017-06-26 00:00:00,通常配送,岡葵-13075,岡井 葵,大企業,浦添市,沖縄県,日本,九州,家電-電話-10001979,家電,電話機,"サムスン オーディオ ドック, 青",100098,9,0,9000,26.2124,127.6809,矢幡 翔太,35000000,○
7908,JP-2017-1309366,2017-06-20 00:00:00,2017-06-26 00:00:00,通常配送,岡葵-13075,岡井 葵,大企業,浦添市,沖縄県,日本,九州,家電-電話-10002441,家電,電話機,"シスコ 信号ブースター, 大容量パック",10128,1,0,2328,26.2124,127.6809,矢幡 翔太,35000000,○
7909,JP-2017-1309366,2017-06-20 00:00:00,2017-06-26 00:00:00,通常配送,岡葵-13075,岡井 葵,大企業,浦添市,沖縄県,日本,九州,事務用-保管-10002295,事務用品,保管箱,"Eldon ボックス, フル サイズ",5488,8,0,680,26.2124,127.6809,矢幡 翔太,35000000,○
7910,JP-2017-1309366,2017-06-20 00:00:00,2017-06-26 00:00:00,通常配送,岡葵-13075,岡井 葵,大企業,浦添市,沖縄県,日本,九州,事務用-バイ-10004810,事務用品,バインダー,"Avery バインダー カバー, エコノミー",1476,2,0,368,26.2124,127.6809,矢幡 翔太,35000000,○
7911,JP-2018-1044305,2018-08-13 00:00:00,2018-08-13 00:00:00,即日配送,丸優-12295,丸川 優香,消費者,松前町,北海道,日本,北海道,家電-事務-10000844,家電,事務機器,"パナソニック プリンター, 赤",52728,5,0.4,1748,43.0642,141.3469,宮前 誠,20000000,○
7912,JP-2019-1000099,2019-04-02 00:00:00,2019-04-07 00:00:00,通常配送,千美-12400,千木良 美咲,小規模事業所,新宿区,東京都,日本,関東地方,事務用-紙-10001287,事務用品,紙,"サンディスク リーム, 12 パック",7690.8,4,0.15,2618.8,35.6895,139.6917,中吉 孝,50000000,
7913,JP-2019-1000099,2019-04-02 00:00:00,2019-04-07 00:00:00,通常配送,千美-12400,千木良 美咲,小規模事業所,新宿区,東京都,日本,関東地方,事務用-ラベ-10002866,事務用品,ラベル,"Avery 輸送用ラベル, 赤",1983.9,3,0.15,-122.1,35.6895,139.6917,中吉 孝,50000000,
7914,JP-2019-1000099,2019-04-02 00:00:00,2019-04-07 00:00:00,通常配送,千美-12400,千木良 美咲,小規模事業所,新宿区,東京都,日本,関東地方,家具-本棚-10001409,家具,本棚,"Safco コーナー シェルフ, 黒",8545.9,1,0.15,701.9,35.6895,139.6917,中吉 孝,50000000,
